3:35	1
5:05	1
6:35	1
8:05	1
9:15	2
10:25	2
11:35	2
12:45	2
13:55	2
15:05	1
16:15	1
17:25	1
18:35	1
19:45	1
20:45	2
21:45	2
22:45	2
23:45	2
24:45	2
25:45	4
26:45	4
27:45	4
28:45	4
29:45	4
30:45	4
31:45	4
32:45	4
33:45	4
34:45	4
35:45	4
36:45	4
37:45	4
38:45	4
39:45	4
40:45	4
41:45	4
42:45	4
43:45	4
44:45	4
45:45	4
46:45	4
47:45	4
48:45	4
49:45	4
50:45	4
51:45	4
52:45	4
53:45	4
54:45	4
55:45	4
56:45	4
57:45	4
58:45	4
59:45	4
60:45	4
61:45	4
62:45	4
63:45	4
64:45	4
65:45	4
66:45	4
67:45	4
68:45	4
69:45	4
70:45	4
71:45	4
72:45	4
73:45	4
74:45	4
75:45	4
76:45	4
77:45	4
78:45	4
79:45	4
80:45	4
81:45	4
82:45	4
83:45	4
84:45	4
85:45	4
86:45	4
87:45	4
88:45	4
89:45	4
90:45	4
91:45	4
92:45	4
93:45	4
94:45	4
95:45	4
96:45	4
97:45	4
98:45	4
99:45	4
