3:30	1个
4:50	1个
6:10	1个
7:30	1个
8:20	1个
9:15	1个
10:10	1个
11:05	1个
12:00	2个
12:55	2个
13:20	2个
14:10	2个
15:00	2个
15:50	2个
16:40	2个
17:30	2个
18:20	3个
19:10	3个
20:00	3个
20:40	3个
21:20	3个
22:00	3个
22:40	3个
23:20	4个
24:00	4个
24:40	4个
25:20	4个
26:00	4个
26:40	4个
27:20	4个
28:00	4个
28:40	4个
29:20	4个
30:00	4个
30:40	4个
31:20	4个
32:00	4个
32:40	4个
33:20	4个
34:00	4个
34:40	4个
35:20	4个
36:00	4个
36:40	4个
37:20	4个
38:00	4个
38:40	4个
39:20	4个
40:00	4个
40:40	4个
41:20	4个
42:00	4个
42:40	4个
43:20	4个
44:00	4个
44:40	4个
45:20	4个
46:00	4个
46:40	4个
47:20	4个
48:00	4个
48:40	4个
49:20	4个
50:00	4个
50:40	4个
51:20	4个
52:00	4个
52:40	4个
53:20	4个
54:00	4个
54:40	4个
55:20	4个
56:00	4个
56:40	4个
57:20	4个
58:00	4个
58:40	4个
59:20	4个
60:00	4个
60:40	4个
61:20	4个
62:00	4个
62:40	4个
63:20	4个
64:00	4个
64:40	4个
65:20	4个
66:00	4个
66:40	4个
67:20	4个
68:00	4个
68:40	4个
69:20	4个
70:00	4个
70:40	4个
71:20	4个
72:00	4个
72:40	4个
73:20	4个
74:00	4个
74:40	4个
75:20	4个
76:00	4个
76:40	4个
77:20	4个
78:00	4个
78:40	4个
79:20	4个
80:00	4个
80:40	4个
81:20	4个
82:00	4个
82:40	4个
83:20	4个
84:00	4个
84:40	4个
85:20	4个
86:00	4个
86:40	4个
87:20	4个
88:00	4个
88:40	4个
89:20	4个
90:00	4个
90:40	4个
91:20	4个
92:00	4个
92:40	4个
93:20	4个
94:00	4个
94:40	4个
95:20	4个
96:00	4个
96:40	4个
97:20	4个
98:00	4个
98:40	4个
99:20	4个
100:00	4个
